gene_human,gene_mouse,entrez_id_human,MGI,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO
CXCL12,Cxcl12,6387,MGI:103556,20315.0,,2.0
CXCL13,Cxcl13,10563,MGI:1888499,55985.0,,1.0
CXCL14,Cxcl14,9547,MGI:1888514,57266.0,,2.0
CXCL16,Cxcl16,58191,MGI:1932682,66102.0,,1.0
CXCL17,Cxcl17,284340,MGI:2387642,232983.0,,1.0
CXCL9,Cxcl9,4283,MGI:1352449,17329.0,,1.0
CXCR1,Cxcr1,3577,MGI:2448715,227288.0,,1.0
CXCR2,Cxcr2,3579,MGI:105303,12765.0,1.0,2.0
CXCR3,Cxcr3,2833,MGI:1277207,12766.0,,2.0
CXCR4,Cxcr4,7852,MGI:109563,12767.0,1.0,2.0
CXCR5,Cxcr5,643,MGI:103567,12145.0,,1.0
CXCR6,Cxcr6,10663,MGI:1934582,80901.0,,1.0
CXorf38,1810030O07Rik,159013,MGI:1916405,69155.0,,
CXorf65,Gm614,158830,MGI:2685460,245536.0,,1.0
CXorf66,Gm7073,347487,MGI:3779666,631784.0,,
CXXC1,Cxxc1,30827,MGI:1921572,74322.0,,1.0
CXXC4,Cxxc4,80319,MGI:2442112,319478.0,,1.0
CXXC5,Cxxc5,51523,MGI:1914643,67393.0,,1.0
CYB561,Cyb561,1534,MGI:103253,13056.0,1.0,2.0
CYB561A3,Cyb561a3,220002,MGI:2686925,225912.0,,1.0
CYB561D1,Cyb561d1,284613,MGI:1919273,72023.0,,
CYB561D2,Cyb561d2,11068,MGI:1929280,56368.0,,1.0
CYB5A,Cyb5a,1528,MGI:1926952,109672.0,1.0,0.0
CYB5B,Cyb5b,80777,MGI:1913677,66427.0,,0.0
CYB5D1,Cyb5d1,124637,MGI:2685586,327951.0,,1.0
CYB5D2,Cyb5d2,124936,MGI:2684848,192986.0,,1.0
CYB5R1,Cyb5r1,51706,MGI:1919267,72017.0,,
CYB5R2,Cyb5r2,51700,MGI:2444415,320635.0,,
CYB5R3,Cyb5r3,1727,MGI:94893,109754.0,1.0,1.0
CYB5R4,Cyb5r4,51167,MGI:2386848,266690.0,,1.0
CYB5RL,Cyb5rl,606495,MGI:1919657,230582.0,,
CYBA,Cyba,1535,MGI:1316658,13057.0,1.0,2.0
CYBB,Cybb,1536,MGI:88574,13058.0,1.0,2.0
CYBC1,Cybc1,79415,MGI:2384959,217370.0,2.0,1.0
CYBRD1,Cybrd1,79901,MGI:2654575,73649.0,,1.0
CYC1,Cyc1,1537,MGI:1913695,66445.0,1.0,
CYCS,Cycs,54205,MGI:88578,13063.0,0.0,2.0
CYCTP,Cyct,360163,MGI:88579,13067.0,,1.0
CYFIP1,Cyfip1,23191,MGI:1338801,20430.0,,1.0
CYFIP2,Cyfip2,26999,MGI:1924134,76884.0,1.0,1.0
CYGB,Cygb,114757,MGI:2149481,114886.0,,2.0
CYLC1,Cylc1,1538,MGI:1914657,67407.0,,
CYLC2,Cylc2,1539,MGI:1922164,74914.0,,
CYLD,Cyld,1540,MGI:1921506,74256.0,1.0,2.0
CYP11A1,Cyp11a1,1583,MGI:88582,13070.0,1.0,2.0
CYP17A1,Cyp17a1,1586,MGI:88586,13074.0,1.0,2.0
CYP19A1,Cyp19a1,1588,MGI:88587,13075.0,1.0,2.0
CYP1A1,Cyp1a1,1543,MGI:88588,13076.0,,1.0
CYP1A2,Cyp1a2,1544,MGI:88589,13077.0,,1.0
CYP1B1,Cyp1b1,1545,MGI:88590,13078.0,1.0,1.0
CYP20A1,Cyp20a1,57404,MGI:1925201,77951.0,,0.0
CYP24A1,Cyp24a1,1591,MGI:88593,13081.0,1.0,1.0
CYP26A1,Cyp26a1,1592,MGI:1096359,13082.0,,2.0
CYP26B1,Cyp26b1,56603,MGI:2176159,232174.0,1.0,2.0
CYP26C1,Cyp26c1,340665,MGI:2679699,546726.0,1.0,
CYP27A1,Cyp27a1,1593,MGI:88594,104086.0,2.0,2.0
CYP27B1,Cyp27b1,1594,MGI:1098274,13115.0,1.0,2.0
CYP2AB1P,Cyp2ab1,647265,MGI:3644957,224044.0,,1.0
CYP2C23P,Cyp2c23,107436076,MGI:1888897,226143.0,,2.0
CYP2E1,Cyp2e1,1571,MGI:88607,13106.0,,2.0
CYP2G1P,Cyp2g1,22952,MGI:109612,13108.0,,2.0
CYP2R1,Cyp2r1,120227,MGI:2449771,244209.0,1.0,1.0
CYP2S1,Cyp2s1,29785,MGI:1921384,74134.0,,
CYP2T1P,Cyp2t4,171523,MGI:2686296,384724.0,,
CYP2U1,Cyp2u1,113612,MGI:1918769,71519.0,1.0,1.0
CYP2W1,Cyp2w1,54905,MGI:3616076,545817.0,,
CYP39A1,Cyp39a1,51302,MGI:1927096,56050.0,,
CYP46A1,Cyp46a1,10858,MGI:1341877,13116.0,,0.0
CYP4B1,Cyp4b1,1580,MGI:103225,13120.0,,1.0
CYP4F22,Cyp4f39,126410,MGI:2445210,320997.0,1.0,1.0
CYP4V2,Cyp4v3,285440,MGI:2142763,102294.0,1.0,1.0
CYP4X1,Cyp4x1,260293,MGI:1932403,81906.0,,1.0
CYP51A1,Cyp51,1595,MGI:106040,13121.0,,2.0
CYP7A1,Cyp7a1,1581,MGI:106091,13122.0,1.0,2.0
CYP7B1,Cyp7b1,9420,MGI:104978,13123.0,1.0,2.0
CYP8B1,Cyp8b1,1582,MGI:1338044,13124.0,,1.0
CYREN,Cyren,78996,MGI:1925662,78412.0,,2.0
CYRIA,Cyria,81553,MGI:1261783,76820.0,,1.0
CYRIB,Cyrib,51571,MGI:1923520,223601.0,,2.0
CYS1,Cys1,192668,MGI:2177632,12879.0,,2.0
CYSLTR1,Cysltr1,10800,MGI:1926218,58861.0,,1.0
CYSLTR2,Cysltr2,57105,MGI:1917336,70086.0,1.0,2.0
CYSRT1,Cysrt1,375791,MGI:1915109,67859.0,,
CYSTM1,Cystm1,84418,MGI:1913310,66060.0,,1.0
CYTB,mt-Cytb,4519,MGI:102501,17711.0,2.0,
CYTH1,Cyth1,9267,MGI:1334257,19157.0,,0.0
CYTH2,Cyth2,9266,MGI:1334255,19158.0,,1.0
CYTH3,Cyth3,9265,MGI:1335107,19159.0,,1.0
CYTH4,Cyth4,27128,MGI:2441702,72318.0,,
CYTIP,Cytip,9595,MGI:2183535,227929.0,,1.0
CYTL1,Cytl1,54360,MGI:2684993,231162.0,,1.0
CYYR1,Cyyr1,116159,MGI:2152187,224405.0,,
CZIB,Czib,54987,MGI:1921348,74098.0,,
D2HGDH,D2hgdh,728294,MGI:2138209,98314.0,1.0,
DAAM1,Daam1,23002,MGI:1914596,208846.0,,1.0
DAAM2,Daam2,23500,MGI:1923691,76441.0,1.0,2.0
DAB1,Dab1,1600,MGI:108554,13131.0,1.0,2.0
DAB2,Dab2,1601,MGI:109175,13132.0,,1.0
DAB2IP,Dab2ip,153090,MGI:1916851,69601.0,,1.0
DACH1,Dach1,1602,MGI:1277991,13134.0,,1.0
DACH2,Dach2,117154,MGI:1890446,93837.0,,
DACT1,Dact1,51339,MGI:1891740,59036.0,1.0,2.0
DACT2,Dact2,168002,MGI:1920347,240025.0,,1.0
DACT3,Dact3,147906,MGI:3654828,629378.0,,1.0
DAD1,Dad1,1603,MGI:101912,13135.0,,2.0
DAG1,Dag1,1605,MGI:101864,13138.0,1.0,2.0
DAGLA,Dagla,747,MGI:2677061,269060.0,,2.0
DAGLB,Daglb,221955,MGI:2442032,231871.0,,1.0
DALIR,Dalir,104940698,MGI:5579231,104940697.0,,
DALRD3,Dalrd3,55152,MGI:1915039,67789.0,1.0,0.0
DANCR,Dancr,57291,MGI:1917286,70036.0,,1.0
DAND5,Dand5,199699,MGI:1344365,23863.0,,1.0
DAO,Dao,1610,MGI:94859,13142.0,1.0,1.0
DAP,Dap,1611,MGI:1918190,223453.0,,1.0
DAP3,Dap3,7818,MGI:1929538,65111.0,,1.0
DAPK1,Dapk1,1612,MGI:1916885,69635.0,,1.0
DAPK2,Dapk2,23604,MGI:1341297,13143.0,,
DAPK3,Dapk3,1613,MGI:1203520,13144.0,,1.0
DAPL1,Dapl1,92196,MGI:1923997,76747.0,,1.0
DAPP1,Dapp1,27071,MGI:1347063,26377.0,,1.0
DARS1,Dars,1615,MGI:2442544,226414.0,1.0,1.0
DARS2,Dars2,55157,MGI:2442510,226539.0,1.0,1.0
DAW1,Daw1,164781,MGI:1923089,71227.0,,2.0
DAXX,Daxx,1616,MGI:1197015,13163.0,1.0,1.0
DAZAP1,Dazap1,26528,MGI:1917498,70248.0,,1.0
DAZAP2,Dazap2,9802,MGI:1344344,23994.0,,0.0
DBF4,Dbf4,10926,MGI:1351328,27214.0,,1.0
DBH,Dbh,1621,MGI:94864,13166.0,2.0,2.0
DBI,Dbi,1622,MGI:94865,13167.0,,1.0
DBIL5P,Dbil5,100131454,MGI:108039,13168.0,,0.0
DBN1,Dbn1,1627,MGI:1931838,56320.0,,2.0
DBNDD1,Dbndd1,79007,MGI:1919435,72185.0,,
DBNDD2,Dbndd2,55861,MGI:106562,52840.0,,2.0
DBNL,Dbnl,28988,MGI:700006,13169.0,,2.0
DBP,Dbp,1628,MGI:94866,13170.0,,1.0
DBR1,Dbr1,51163,MGI:1931520,83703.0,1.0,1.0
DBT,Dbt,1629,MGI:105386,13171.0,1.0,1.0
DBX1,Dbx1,120237,MGI:94867,13172.0,,1.0
DBX2,Dbx2,440097,MGI:107445,223843.0,,1.0
DCAF1,Dcaf1,9730,MGI:2445220,321006.0,,1.0
DCAF10,Dcaf10,79269,MGI:2140179,242418.0,,1.0
DCAF11,Dcaf11,80344,MGI:90168,28199.0,,0.0
DCAF12,Dcaf12,25853,MGI:1916220,68970.0,,1.0
DCAF13,Dcaf13,25879,MGI:2684929,223499.0,,1.0
DCAF15,Dcaf15,90379,MGI:2684420,212123.0,,
DCAF17,Dcaf17,80067,MGI:1923013,75763.0,1.0,1.0
DCAF5,Dcaf5,8816,MGI:2444785,320808.0,,
DCAF6,Dcaf6,55827,MGI:1921356,74106.0,,1.0
DCAF7,Dcaf7,10238,MGI:1919083,71833.0,,1.0
DCAF8,Dcaf8,50717,MGI:91860,98193.0,1.0,2.0
DCAKD,Dcakd,79877,MGI:1915337,68087.0,,
DCBLD1,Dcbld1,285761,MGI:1913936,66686.0,,
DCBLD2,Dcbld2,131566,MGI:1920629,73379.0,,2.0
DCC,Dcc,1630,MGI:94869,13176.0,2.0,2.0
DCDC2,Dcdc2a,51473,MGI:2652818,195208.0,1.0,0.0
DCDC2B,Dcdc2b,149069,MGI:2686212,100504491.0,,0.0
DCDC2C,Dcdc2c,728597,MGI:1915761,68511.0,,1.0
DCHS1,Dchs1,8642,MGI:2685011,233651.0,2.0,2.0
DCHS2,Dchs2,54798,MGI:2685263,100534287.0,,
DCK,Dck,1633,MGI:102726,13178.0,,1.0
DCLK1,Dclk1,9201,MGI:1330861,13175.0,,2.0
DCLK2,Dclk2,166614,MGI:1918012,70762.0,,1.0
DCLK3,Dclk3,85443,MGI:3039580,245038.0,,
DCLRE1A,Dclre1a,9937,MGI:1930042,55947.0,,2.0
DCLRE1B,Dclre1b,64858,MGI:2156057,140917.0,1.0,1.0
DCLRE1C,Dclre1c,64421,MGI:2441769,227525.0,2.0,1.0
DCN,Dcn,1634,MGI:94872,13179.0,0.0,2.0
DCP1A,Dcp1a,55802,MGI:1923151,75901.0,,1.0
DCP1B,Dcp1b,196513,MGI:2442404,319618.0,,
DCP2,Dcp2,167227,MGI:1917890,70640.0,,2.0
DCPS,Dcps,28960,MGI:1916555,69305.0,1.0,1.0
DCST1,Dcst1,149095,MGI:1925022,77772.0,,0.0
DCST2,Dcst2,127579,MGI:2685606,329702.0,,0.0
DCSTAMP,Dcstamp,81501,MGI:1923016,75766.0,,1.0
DCT,Dct,1638,MGI:102563,13190.0,1.0,1.0
DCTD,Dctd,1635,MGI:2444529,320685.0,,
DCTN1,Dctn1,1639,MGI:107745,13191.0,1.0,2.0
DCTN2,Dctn2,10540,MGI:107733,69654.0,,0.0
DCTN3,Dctn3,11258,MGI:1859251,53598.0,,
DCTN4,Dctn4,51164,MGI:1914915,67665.0,1.0,1.0
DCTN5,Dctn5,84516,MGI:1891689,59288.0,,2.0
DCTN6,Dctn6,10671,MGI:1343154,22428.0,,1.0
DCTPP1,Dctpp1,79077,MGI:1913672,66422.0,,
DCUN1D2,Dcun1d2,55208,MGI:2142792,102323.0,,
DCUN1D3,Dcun1d3,123879,MGI:2679003,233805.0,,1.0
DCUN1D4,Dcun1d4,23142,MGI:2140972,100737.0,,
DCUN1D5,Dcun1d5,84259,MGI:1924113,76863.0,,1.0
DCX,Dcx,1641,MGI:1277171,13193.0,1.0,1.0
DCXR,Dcxr,51181,MGI:1915130,67880.0,1.0,1.0
DDA1,Dda1,79016,MGI:1913748,66498.0,,
DDAH1,Ddah1,23576,MGI:1916469,69219.0,,1.0
DDAH2,Ddah2,23564,MGI:1859016,51793.0,,0.0
DDB1,Ddb1,1642,MGI:1202384,13194.0,1.0,2.0
DDB2,Ddb2,1643,MGI:1355314,107986.0,2.0,1.0
DDC,Ddc,1644,MGI:94876,13195.0,1.0,2.0
DDHD1,Ddhd1,80821,MGI:2150302,114874.0,1.0,1.0
DDHD2,Ddhd2,23259,MGI:1919358,72108.0,1.0,1.0
DDI1,Ddi1,414301,MGI:1919079,71829.0,,
DDI2,Ddi2,84301,MGI:1917244,68817.0,,1.0
DDIAS,Ddias,220042,MGI:1921291,74041.0,,1.0
DDIT3,Ddit3,1649,MGI:109247,13198.0,1.0,2.0
DDIT4,Ddit4,54541,MGI:1921997,74747.0,,1.0
DDIT4L,Ddit4l,115265,MGI:1920534,73284.0,,
DDN,Ddn,23109,MGI:108101,13199.0,,
DDO,Ddo,8528,MGI:1925528,70503.0,,1.0
DDOST,Ddost,1650,MGI:1194508,13200.0,1.0,1.0
DDR1,Ddr1,780,MGI:99216,12305.0,,2.0
DDR2,Ddr2,4921,MGI:1345277,18214.0,1.0,2.0
DDRGK1,Ddrgk1,65992,MGI:1924256,77006.0,1.0,2.0
DDX1,Ddx1,1653,MGI:2144727,104721.0,,0.0
DDX10,Ddx10,1662,MGI:1924841,77591.0,,1.0
DDX17,Ddx17,10521,MGI:1914290,67040.0,,
DDX18,Ddx18,8886,MGI:1914192,66942.0,,1.0
DDX19A,Ddx19a,55308,MGI:99526,13680.0,,0.0
DDX19B,Ddx19b,11269,MGI:2148251,234733.0,,1.0
DDX20,Ddx20,11218,MGI:1858415,53975.0,,1.0
DDX21,Ddx21,9188,MGI:1860494,56200.0,,1.0
DDX23,Ddx23,9416,MGI:1921601,74351.0,,1.0
DDX24,Ddx24,57062,MGI:1351337,27225.0,,1.0
DDX25,Ddx25,29118,MGI:1353582,30959.0,,1.0
DDX27,Ddx27,55661,MGI:2385884,228889.0,,0.0
DDX28,Ddx28,55794,MGI:1919236,71986.0,,
DDX31,Ddx31,64794,MGI:2682639,227674.0,,1.0
DDX39A,Ddx39a,10212,MGI:1915528,68278.0,,1.0
DDX39B,Ddx39b,7919,MGI:99240,53817.0,,1.0
DDX3Y,Ddx3y,8653,MGI:1349406,26900.0,0.0,1.0
DDX4,Ddx4,54514,MGI:102670,13206.0,,1.0
DDX41,Ddx41,51428,MGI:1920185,72935.0,1.0,1.0
DDX42,Ddx42,11325,MGI:1919297,72047.0,,1.0
DDX43,Ddx43,55510,MGI:3642857,100048658.0,,
DDX46,Ddx46,9879,MGI:1920895,212880.0,,1.0
DDX47,Ddx47,51202,MGI:1915005,67755.0,,
DDX49,Ddx49,54555,MGI:2136689,234374.0,,
DDX5,Ddx5,1655,MGI:105037,13207.0,,1.0
DDX50,Ddx50,79009,MGI:2182303,94213.0,,
DDX51,Ddx51,317781,MGI:1916913,69663.0,,1.0
DDX52,Ddx52,11056,MGI:1925644,78394.0,,1.0
DDX54,Ddx54,79039,MGI:1919240,71990.0,,1.0
DDX55,Ddx55,57696,MGI:1915098,67848.0,,1.0
DDX56,Ddx56,54606,MGI:1277172,52513.0,,
DDX59,Ddx59,83479,MGI:1915247,67997.0,1.0,1.0
DDX6,Ddx6,1656,MGI:104976,13209.0,2.0,2.0
DDX60,Ddx60,55601,MGI:2384570,234311.0,,1.0
DEAF1,Deaf1,10522,MGI:1858496,54006.0,2.0,1.0
DECR1,Decr1,1666,MGI:1914710,67460.0,,1.0
DECR2,Decr2,26063,MGI:1347059,26378.0,,1.0
DEDD,Dedd,9191,MGI:1333874,21945.0,,2.0
DEDD2,Dedd2,162989,MGI:1914629,67379.0,,
DEF6,Def6,50619,MGI:1346328,23853.0,2.0,1.0
DEF8,Def8,54849,MGI:1346331,23854.0,,
DEFB109B,Defb48,641517,MGI:3646223,432867.0,,
DEFB110,Defb41,245913,MGI:1924923,77673.0,,1.0
DEFB113,Defb18,245927,MGI:3648148,654460.0,,
DEFB115,Defb28,245929,MGI:3650536,545475.0,,
DEFB116,Defb29,245930,MGI:1922650,75400.0,,
DEFB118,Defb21,117285,MGI:2684967,403172.0,,
DEFB119,Defb19,245932,MGI:2385955,246700.0,,0.0
DEFB123,Defb36,245936,MGI:2385956,266620.0,,
DEFB124,Defb25,245937,MGI:3651158,654459.0,,
DEFB125,Defb26,245938,MGI:3643488,654457.0,,
DEFB126,Defb22,81623,MGI:3045368,442835.0,,
DEFB128,Defb20,245939,MGI:2442320,319579.0,,1.0
DEFB129,Defb23,140881,MGI:3644405,629114.0,,
DEFB135,Defb30,613209,MGI:1920920,73670.0,,
DEFB136,Defb42,613210,MGI:3033850,619548.0,,
DEGS2,Degs2,123099,MGI:1917309,70059.0,,
DEK,Dek,7913,MGI:1926209,110052.0,,1.0
DELE1,Dele1,9812,MGI:1914089,66839.0,,1.0
DENND11,Dennd11,57189,MGI:2444256,243780.0,,
DENND1A,Dennd1a,57706,MGI:2442794,227801.0,,2.0
DENND1B,Dennd1b,163486,MGI:2447812,329260.0,,1.0
DENND1C,Dennd1c,79958,MGI:1918035,70785.0,,
DENND2A,Dennd2a,27147,MGI:2444961,209773.0,,
DENND2B,Dennd2b,6764,MGI:108517,76954.0,,
DENND2C,Dennd2c,163259,MGI:3036254,329727.0,,0.0
DENND2D,Dennd2d,79961,MGI:2181193,72121.0,,1.0
DENND3,Dennd3,22898,MGI:2146009,105841.0,,
DENND4A,Dennd4a,10260,MGI:2142979,102442.0,,
DENND4B,Dennd4b,9909,MGI:2446201,229541.0,,
DENND4C,Dennd4c,55667,MGI:1914769,329877.0,,1.0
DENND5A,Dennd5a,23258,MGI:1201681,19347.0,1.0,
DENND5B,Dennd5b,160518,MGI:2444273,320560.0,,2.0
DENND6A,Dennd6a,201627,MGI:2442980,211922.0,,0.0
DENND6B,Dennd6b,414918,MGI:1916690,69440.0,,1.0
DENR,Denr,8562,MGI:1915434,68184.0,,1.0
DEPDC1,Depdc1a,55635,MGI:1923381,76131.0,,1.0
DEPDC1B,Depdc1b,55789,MGI:2145425,218581.0,,
DEPDC5,Depdc5,9681,MGI:2141101,277854.0,1.0,1.0
DEPDC7,Depdc7,91614,MGI:2139258,211896.0,,
DEPP1,Depp1,11067,MGI:1918730,213393.0,,
DEPTOR,Deptor,64798,MGI:2146322,97998.0,,1.0
DERA,Dera,51071,MGI:1913762,232449.0,,0.0
DERL1,Derl1,79139,MGI:1915069,67819.0,,1.0
DERL2,Derl2,51009,MGI:2151483,116891.0,,2.0
DERL3,Derl3,91319,MGI:1917627,70377.0,,
DES,Des,1674,MGI:94885,13346.0,1.0,2.0
DESI1,Desi1,27351,MGI:106313,28075.0,,
DESI2,Desi2,51029,MGI:1926075,78825.0,,
DET1,Det1,55070,MGI:1923625,76375.0,,
DEUP1,Deup1,159989,MGI:2443026,234964.0,,0.0
DEXI,Dexi,28955,MGI:1926236,58239.0,,0.0
DFFA,Dffa,1676,MGI:1196227,13347.0,,1.0
DFFB,Dffb,1677,MGI:1196287,13368.0,,1.0
DGAT1,Dgat1,8694,MGI:1333825,13350.0,1.0,2.0
DGAT2,Dgat2,84649,MGI:1915050,67800.0,,2.0
DGAT2L6,Dgat2l6,347516,MGI:3045268,668257.0,,1.0
DGCR2,Dgcr2,9993,MGI:892866,13356.0,2.0,1.0
DGCR8,Dgcr8,54487,MGI:2151114,94223.0,2.0,2.0
DGKA,Dgka,1606,MGI:102952,13139.0,,1.0
DGKB,Dgkb,1607,MGI:2442474,217480.0,,1.0
DGKD,Dgkd,8527,MGI:2138334,227333.0,,2.0
DGKE,Dgke,8526,MGI:1889276,56077.0,1.0,1.0
DGKG,Dgkg,1608,MGI:105060,110197.0,,1.0
DGKH,Dgkh,160851,MGI:2444188,380921.0,,1.0
DGKI,Dgki,9162,MGI:2443430,320127.0,,1.0
DGKK,Dgkk,139189,MGI:3580254,331374.0,,1.0
DGKQ,Dgkq,1609,MGI:102918,110524.0,,1.0
DGKZ,Dgkz,8525,MGI:1278339,104418.0,,1.0
DGLUCY,Dglucy,80017,MGI:2444813,217830.0,,0.0
DGUOK,Dguok,1716,MGI:1351602,27369.0,2.0,2.0
DHCR24,Dhcr24,1718,MGI:1922004,74754.0,2.0,2.0
DHCR7,Dhcr7,1717,MGI:1298378,13360.0,2.0,2.0
DHDDS,Dhdds,79947,MGI:1914672,67422.0,2.0,1.0
DHDH,Dhdh,27294,MGI:1919005,71755.0,,
DHH,Dhh,50846,MGI:94891,13363.0,1.0,1.0
DHODH,Dhodh,1723,MGI:1928378,56749.0,1.0,1.0
DHPS,Dhps,1725,MGI:2683592,330817.0,1.0,2.0
DHRS1,Dhrs1,115817,MGI:1196314,52585.0,,
DHRS11,Dhrs11,79154,MGI:2652816,192970.0,,
DHRS13,Dhrs13,147015,MGI:1917701,70451.0,,
DHRS2,Dhrs2,10202,MGI:1918662,71412.0,,0.0
DHRS3,Dhrs3,9249,MGI:1315215,20148.0,,2.0
DHRS7B,Dhrs7b,25979,MGI:2384931,216820.0,,1.0
DHRS7C,Dhrs7c,201140,MGI:1915710,68460.0,,
DHRS9,Dhrs9,10170,MGI:2442798,241452.0,,0.0
DHRSX,Dhrsx,207063,MGI:2181510,236082.0,,
DHTKD1,Dhtkd1,55526,MGI:2445096,209692.0,1.0,2.0
DHX15,Dhx15,1665,MGI:1099786,13204.0,,1.0
DHX16,Dhx16,8449,MGI:1916442,69192.0,1.0,1.0
DHX29,Dhx29,54505,MGI:2145374,218629.0,,1.0
DHX30,Dhx30,22907,MGI:1920081,72831.0,1.0,1.0
DHX32,Dhx32,55760,MGI:2141813,101437.0,,
DHX33,Dhx33,56919,MGI:2445102,216877.0,,1.0
DHX34,Dhx34,9704,MGI:1918973,71723.0,,0.0
DHX35,Dhx35,60625,MGI:1918965,71715.0,,2.0
DHX36,Dhx36,170506,MGI:1919412,72162.0,,2.0
DHX37,Dhx37,57647,MGI:3028576,208144.0,1.0,1.0
DHX38,Dhx38,9785,MGI:1927617,64340.0,1.0,1.0
DHX40,Dhx40,79665,MGI:1914737,67487.0,,2.0
DHX57,Dhx57,90957,MGI:2147067,106794.0,,
DHX58,Dhx58,79132,MGI:1931560,80861.0,,1.0
DHX8,Dhx8,1659,MGI:1306823,217207.0,,2.0
DHX9,Dhx9,1660,MGI:108177,13211.0,,1.0
DIABLO,Diablo,56616,MGI:1913843,66593.0,0.0,1.0
DIAPH1,Diaph1,1729,MGI:1194490,13367.0,1.0,2.0
DIAPH2,Diaph2,1730,MGI:1858500,54004.0,1.0,1.0
DIAPH3,Diaph3,81624,MGI:1927222,56419.0,1.0,2.0
DICER1,Dicer1,23405,MGI:2177178,192119.0,1.0,2.0
DIDO1,Dido1,11083,MGI:1344352,23856.0,,2.0
DIMT1,Dimt1,27292,MGI:1913504,66254.0,,
DIO1,Dio1,1733,MGI:94896,13370.0,1.0,1.0
DIO2,Dio2,1734,MGI:1338833,13371.0,,1.0
DIO3,Dio3,1735,MGI:1306782,107585.0,,1.0
DIO3OS,Dio3os,64150,MGI:2664395,353504.0,,
DIP2A,Dip2a,23181,MGI:2385920,64451.0,,1.0
DIP2B,Dip2b,57609,MGI:2145977,239667.0,1.0,1.0
DIP2C,Dip2c,22982,MGI:1920179,208440.0,,2.0
DIPK1A,Dipk1a,388650,MGI:1914516,67266.0,,1.0
DIPK1B,Dipk1b,138311,MGI:1927576,56279.0,,
DIPK1C,Dipk1c,125704,MGI:3041188,240479.0,,1.0
DIPK2A,Dipk2a,205428,MGI:1916111,68861.0,,
DIPK2B,Dipk2b,79742,MGI:1923155,75905.0,,1.0
DIRAS1,Diras1,148252,MGI:2183442,208666.0,,
DIRAS2,Diras2,54769,MGI:1915453,68203.0,,
DIS3,Dis3,22894,MGI:1919912,72662.0,,1.0
DIS3L,Dis3l,115752,MGI:2143272,213550.0,,
DIS3L2,Dis3l2,129563,MGI:2442555,208718.0,2.0,2.0
DISC1,Disc1,27185,MGI:2447658,244667.0,1.0,2.0
DISP1,Disp1,84976,MGI:1916147,68897.0,2.0,2.0
DISP2,Disp2,85455,MGI:2388733,214240.0,,
DISP3,Disp3,57540,MGI:2444403,242748.0,,2.0
DIXDC1,Dixdc1,85458,MGI:2679721,330938.0,,1.0
DKC1,Dkc1,1736,MGI:1861727,245474.0,2.0,2.0
DKK1,Dkk1,22943,MGI:1329040,13380.0,1.0,2.0
DKK2,Dkk2,27123,MGI:1890663,56811.0,,1.0
DKK3,Dkk3,27122,MGI:1354952,50781.0,,1.0
DKK4,Dkk4,27121,MGI:2385299,234130.0,,1.0
DKKL1,Dkkl1,27120,MGI:1354963,50722.0,,1.0
DLAT,Dlat,1737,MGI:2385311,235339.0,1.0,1.0
DLC1,Dlc1,10395,MGI:1354949,50768.0,1.0,2.0
DLD,Dld,1738,MGI:107450,13382.0,1.0,1.0
DLEC1,Dlec1,9940,MGI:2443671,320256.0,1.0,1.0
DLEU7,Dleu7,220107,MGI:2447771,239133.0,,
DLG1,Dlg1,1739,MGI:107231,13383.0,1.0,2.0
DLG2,Dlg2,1740,MGI:1344351,23859.0,,1.0
DLG3,Dlg3,1741,MGI:1888986,53310.0,1.0,1.0
DLG4,Dlg4,1742,MGI:1277959,13385.0,1.0,2.0
DLG5,Dlg5,9231,MGI:1918478,71228.0,,1.0
DLGAP1,Dlgap1,9229,MGI:1346065,224997.0,,1.0
DLGAP2,Dlgap2,9228,MGI:2443181,244310.0,,1.0
DLGAP3,Dlgap3,58512,MGI:3039563,242667.0,,1.0
DLGAP4,Dlgap4,22839,MGI:2138865,228836.0,,1.0
DLGAP5,Dlgap5,9787,MGI:2183453,218977.0,,1.0
DLK1,Dlk1,8788,MGI:94900,13386.0,2.0,2.0
DLK2,Dlk2,65989,MGI:2146838,106565.0,,1.0
DLL1,Dll1,28514,MGI:104659,13388.0,2.0,2.0
DLL3,Dll3,10683,MGI:1096877,13389.0,1.0,2.0
DLL4,Dll4,54567,MGI:1859388,54485.0,2.0,2.0
DLST,Dlst,1743,MGI:1926170,78920.0,1.0,1.0
DLX1,Dlx1,1745,MGI:94901,13390.0,,2.0
DLX2,Dlx2,1746,MGI:94902,13392.0,,2.0
DLX3,Dlx3,1747,MGI:94903,13393.0,1.0,1.0
DLX4,Dlx4,1748,MGI:94904,13394.0,1.0,
DLX5,Dlx5,1749,MGI:101926,13395.0,1.0,2.0
DLX6,Dlx6,1750,MGI:101927,13396.0,1.0,2.0
DLX6-AS1,Dlx6os1,285987,MGI:2443217,320038.0,,0.0
DMAC1,Dmac1,90871,MGI:1914178,66928.0,,
DMAC2,Dmac2,55101,MGI:1913599,66349.0,,
DMAC2L,Dmac2l,27109,MGI:1915305,68055.0,,0.0
DMAP1,Dmap1,55929,MGI:1913483,66233.0,,1.0
DMBT1,Dmbt1,1755,MGI:106210,12945.0,,1.0
DMBT1L1,Cdcp3,375940,MGI:1918645,71395.0,,1.0
