entrez_id_human,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO,oe_lof_upper,pLI,mis_z
56253,54698.0,,1.0,1.165,8.0626e-09,0.37204
10491,56693.0,1.0,1.0,0.857,0.00055361,-0.44062
23373,382056.0,,2.0,0.418,0.531,2.3271
200186,74343.0,,1.0,0.235,0.99891,0.76926
64784,70461.0,,2.0,0.359,0.86585,0.4005
1406,12951.0,1.0,2.0,0.6,0.51043,0.32937
1407,12952.0,1.0,2.0,0.814,1.662e-09,1.6078
1408,12953.0,,2.0,0.59,0.00031808,2.0611
1409,12954.0,0.0,1.0,0.986,0.17396,0.34778
1410,12955.0,2.0,1.0,1.429,0.02247,0.47625
1411,12957.0,0.0,1.0,1.002,6.4088e-05,0.62623
1412,12958.0,0.0,0.0,1.263,0.00019464,-0.37987
1413,12959.0,0.0,,1.388,3.4999e-09,0.69446
1414,12960.0,0.0,,0.996,0.00070069,0.35123
1415,12961.0,0.0,1.0,0.571,0.38956,1.0723
1417,12962.0,0.0,0.0,1.712,3.5766e-11,-0.1261
202,11630.0,,1.0,,,
55057,230806.0,,,,,
131544,224273.0,,,0.493,9.2709e-05,0.46774
1418,12964.0,,0.0,1.818,4.3304e-10,-0.65088
1419,12965.0,0.0,0.0,1.824,8.1381e-08,-0.45416
1420,12966.0,1.0,1.0,1.311,0.0006061,-0.60368
155051,214301.0,,1.0,1.84,3.9735e-07,0.18207
1427,12970.0,0.0,0.0,0.981,0.023028,0.2428
51084,68631.0,,,1.062,3.7186e-06,0.40341
1428,12971.0,0.0,0.0,0.756,0.02569,0.98443
400508,320631.0,,,,,
1429,12972.0,,,1.928,5.6616e-23,0.3807
9946,66609.0,,,1.166,2.0125e-09,0.76148
730102,226527.0,,,,,
51380,246277.0,,0.0,1.019,6.0781e-12,0.38376
27254,105859.0,,,1.671,0.003122,0.7904
7812,229663.0,,2.0,0.144,1.0,3.452
1434,110750.0,,1.0,0.117,1.0,2.8493
1435,12977.0,,2.0,0.226,0.99634,0.51416
1436,12978.0,1.0,2.0,0.393,0.13278,1.5728
1437,12981.0,,2.0,0.505,0.83468,0.37661
1438,12982.0,1.0,1.0,1.119,2.3956e-10,-0.83694
1440,12985.0,,1.0,0.691,0.38046,0.97574
1441,12986.0,1.0,2.0,0.766,1.5225e-10,1.2
55790,234356.0,1.0,2.0,1.338,9.2684e-14,-2.6292
55454,78752.0,,1.0,0.476,0.23766,1.1199
1445,12988.0,,2.0,0.168,0.99977,3.978
64478,94109.0,,1.0,0.211,1.0,-6.8693
114784,329942.0,,,,,
114788,239420.0,,2.0,0.299,0.057105,1.14
1446,12990.0,,1.0,1.714,1.4185e-16,0.31933
286828,12993.0,,,,,
100337616,12992.0,,,,,
1447,12991.0,,1.0,1.374,7.1828e-06,-1.4748
1448,12994.0,,1.0,1.705,0.011763,-0.026716
1452,93687.0,,2.0,0.215,0.99758,4.3022
1453,104318.0,1.0,1.0,0.231,0.99577,2.7025
53944,214897.0,,1.0,0.216,0.99911,1.9906
1455,103236.0,,2.0,0.254,0.99138,2.7969
1456,70425.0,,1.0,0.206,0.99947,2.7512
1459,13000.0,,2.0,0.184,0.9994,3.1546
1460,13001.0,1.0,2.0,0.383,0.91728,3.1296
111064647,224291.0,,,,,
1464,121021.0,,2.0,0.459,2.6212e-05,1.4072
727930,408066.0,,,,,
10675,29873.0,,1.0,0.654,0.056186,1.3419
79848,211660.0,2.0,1.0,0.931,3.26e-29,0.65391
64651,215418.0,,1.0,0.525,0.34269,0.28963
81566,207785.0,,0.0,0.334,0.96015,2.1726
80034,77771.0,,0.0,0.445,0.50018,1.5882
1465,13007.0,,1.0,1.144,0.0003328,0.21498
1466,13008.0,,1.0,1.579,4.769e-07,0.29105
8048,13009.0,1.0,1.0,1.311,0.00015859,-0.13933
140880,78240.0,,,1.809,7.8838e-05,-0.39082
106478911,69362.0,,,,,
164380,69294.0,,,,,
1471,13010.0,1.0,1.0,1.596,0.0039011,-0.49654
1473,58214.0,,1.0,1.893,6.8894e-06,-1.344
1474,73720.0,1.0,1.0,0.995,0.37188,1.2506
8530,13011.0,,,1.923,1.2199e-07,-0.60265
10047,13012.0,,1.0,1.646,0.0033735,-1.2582
1476,13014.0,1.0,2.0,1.854,0.0065562,0.017181
1477,67337.0,,0.0,0.341,0.95401,3.4072
1478,108062.0,,0.0,0.133,0.99959,3.4292
23283,83410.0,,1.0,0.608,0.086385,0.90389
1479,228410.0,,1.0,0.303,0.98279,4.9398
128817,228756.0,,,1.915,2.3758e-08,-0.041919
79096,228356.0,,,,,
54967,75013.0,,1.0,0.802,0.48549,0.84162
1487,13016.0,2.0,1.0,0.278,0.98442,3.3093
1488,13017.0,,2.0,0.528,0.0013557,1.059
1486,74245.0,,1.0,1.179,1.0768e-07,0.65932
80169,68964.0,2.0,2.0,0.628,1.6015e-11,0.50343
10664,13018.0,2.0,1.0,0.148,0.99994,4.4399
140690,664799.0,,1.0,0.58,0.00039547,0.73282
23399,67181.0,,1.0,0.264,0.97468,2.5372
9150,67655.0,1.0,1.0,0.529,0.00059966,0.99626
58190,227292.0,,1.0,0.204,0.99254,1.1516
10106,52468.0,,,0.667,0.11425,1.5062
10217,69274.0,,0.0,0.961,0.0026698,2.0828
51496,329506.0,,1.0,0.174,0.99966,2.1992
1489,13019.0,,1.0,1.744,0.041899,0.81111
100289419,244218.0,,0.0,,,
1491,107869.0,1.0,2.0,0.959,7.482e-08,0.41217
115908,68588.0,1.0,2.0,1.399,2.6661e-05,0.63347
9811,269037.0,,0.0,0.109,0.99994,1.4914
1493,12477.0,2.0,2.0,0.334,0.94085,1.6863
1495,12385.0,0.0,2.0,0.313,0.96962,3.6624
1496,12386.0,1.0,1.0,0.378,0.42501,3.6298
29119,216033.0,0.0,1.0,0.85,1.0225e-12,-1.1149
8727,54366.0,,1.0,0.816,1.737e-10,0.68843
1499,12387.0,2.0,2.0,0.129,0.99999,3.846
56998,67087.0,,2.0,1.383,0.024772,0.52937
56259,66642.0,1.0,1.0,0.51,0.0097107,2.1769
1500,12388.0,1.0,2.0,0.185,0.99999,2.0763
1501,18163.0,1.0,1.0,0.098,1.0,2.7736
1497,83429.0,2.0,1.0,0.799,0.00030924,-0.91768
1503,51797.0,1.0,1.0,0.287,0.99259,3.693
56474,55936.0,,0.0,0.394,0.81923,2.5903
9646,22083.0,,1.0,0.135,1.0,4.301
11330,76701.0,1.0,1.0,1.692,1.2851e-12,-0.13353
1506,109660.0,,0.0,1.517,1.0976e-09,-0.090825
5476,19025.0,1.0,2.0,0.879,5.8984e-09,0.4807
1508,13030.0,1.0,2.0,1.331,5.8819e-11,-3.3535
1075,13032.0,1.0,2.0,1.035,1.1451e-07,-0.14322
1509,13033.0,1.0,2.0,0.795,0.00091747,1.3792
1510,13034.0,,1.0,1.618,1.4371e-14,-0.29633
8722,56464.0,1.0,1.0,1.201,1.9431e-13,0.74413
1511,13035.0,,1.0,1.323,9.5595e-06,0.81786
1512,13036.0,1.0,1.0,1.011,1.2518e-08,0.53528
1513,13038.0,2.0,2.0,0.94,3.0989e-05,0.99795
1519,229445.0,,1.0,1.332,5.9474e-09,-0.10226
1520,13040.0,,2.0,0.525,0.34178,2.2424
1521,13041.0,,,1.376,6.8595e-12,-0.67399
1522,64138.0,,1.0,1.919,2.2587e-16,0.59991
2017,13043.0,,2.0,0.43,0.089176,0.86841
83992,30785.0,,1.0,0.602,1.7221e-11,0.6507
55917,80281.0,,1.0,0.685,0.0027461,0.83095
90353,233189.0,,,1.513,0.067155,1.7038
348180,66965.0,1.0,1.0,1.496,3.9682e-22,-3.9471
404217,330695.0,,,1.675,0.41125,1.4552
399697,381418.0,,,1.802,0.035215,0.97718
613212,629147.0,,,1.767,0.13992,0.19514
100996492,100039239.0,,,,,
100996521,67654.0,,,,,
8029,65969.0,1.0,1.0,0.647,4.6292e-42,-1.1655
404093,103841.0,,1.0,1.091,6.6336e-08,1.1159
79004,67116.0,,1.0,0.645,0.060805,1.377
8454,26965.0,,1.0,0.144,1.0,5.7019
8453,71745.0,,0.0,0.093,1.0,3.2543
8452,26554.0,1.0,2.0,0.228,0.9996,4.7538
8451,99375.0,,2.0,0.124,0.99999,2.8055
8450,72584.0,1.0,2.0,0.085,1.0,3.7714
8065,75717.0,,2.0,0.159,1.0,4.5936
9820,66515.0,1.0,1.0,0.731,2.5915999999999996e-21,0.54318
23113,78309.0,,2.0,0.28,0.99191,3.0964
51596,67675.0,,1.0,1.649,3.084e-07,0.052062
253039,77996.0,,,,,
51076,66388.0,,,0.844,0.0006107,0.58464
1523,13047.0,1.0,2.0,0.163,1.0,3.7492
23316,13048.0,1.0,1.0,0.187,1.0,3.1818
50624,16433.0,,1.0,1.181,2.2917e-11,0.5796
51503,66070.0,,,0.256,0.97769,2.1187
54883,67480.0,,,0.789,4.1031e-05,0.64827
10283,67285.0,1.0,1.0,0.899,4.5628e-07,0.76186
55280,72502.0,1.0,,1.15,1.4404e-15,1.0953
143884,244672.0,,,0.839,3.9267e-12,-0.37565
80157,231293.0,,1.0,1.237,7.2561e-22,-0.059542
6376,20312.0,,1.0,0.545,0.60837,0.84349
1524,13051.0,,2.0,1.01,0.061371,1.0803
1525,13052.0,,2.0,0.516,0.36867,0.97885
3627,15945.0,,1.0,1.002,0.36865,0.335
6373,56066.0,,,1.135,0.31408,0.31991
6387,20315.0,,2.0,1.179,0.11851,-0.25288
10563,55985.0,,1.0,0.519,0.82566,0.58174
9547,57266.0,,2.0,1.2,0.037302,0.68773
58191,66102.0,,1.0,1.345,3.4546e-05,0.34613
284340,232983.0,,1.0,1.518,0.0048138,0.39763
4283,17329.0,,1.0,1.691,0.0029304,-0.032919
3577,227288.0,,1.0,1.865,3.0337e-07,-0.41083
3579,12765.0,1.0,2.0,1.132,0.013736,0.18166
2833,12766.0,,2.0,0.968,0.181,1.7447
7852,12767.0,1.0,2.0,1.052,0.017804,1.6596
643,12145.0,,1.0,0.55,0.72861,2.1456
10663,80901.0,,1.0,1.555,5.7212e-05,1.2792
159013,69155.0,,,1.076,0.00013652,0.50352
158830,245536.0,,1.0,0.428,0.88329,0.19697
347487,631784.0,,,1.847,0.029379,0.20468
30827,74322.0,,1.0,0.345,0.89506,3.1488
80319,319478.0,,1.0,0.42,0.88863,1.8158
51523,67393.0,,1.0,0.42,0.88856,1.5781
1534,13056.0,1.0,2.0,0.543,0.61092,0.951
220002,225912.0,,1.0,0.901,0.010983,0.89817
284613,72023.0,,,1.501,7.1834e-05,-0.070286
11068,56368.0,,1.0,1.344,0.00013776,0.97001
1528,109672.0,1.0,0.0,1.427,0.0015821,-0.085531
80777,66427.0,,0.0,0.88,0.093498,-0.20819
124637,327951.0,,1.0,1.828,3.9032e-10,0.86321
124936,192986.0,,1.0,1.463,4.4253e-06,-0.60599
51706,72017.0,,,1.364,4.3643e-09,0.51033
51700,320635.0,,,1.572,6.8195e-10,-1.2844
1727,109754.0,1.0,1.0,0.853,0.00019204,-0.41888
51167,266690.0,,1.0,0.941,2.6203e-09,0.73928
606495,230582.0,,,1.075,3.3734e-06,-0.23489
1535,13057.0,1.0,2.0,1.626,8.8678e-06,0.21542
1536,13058.0,1.0,2.0,0.193,0.99904,2.1906
79415,217370.0,2.0,1.0,,,
79901,73649.0,,1.0,0.891,0.011568,0.58866
1537,66445.0,1.0,,0.639,0.13875,0.12706
54205,13063.0,0.0,2.0,0.914,0.63647,1.1844
360163,13067.0,,1.0,,,
23191,20430.0,,1.0,0.302,0.96816,2.6545
26999,76884.0,1.0,1.0,0.092,1.0,6.0129
114757,114886.0,,2.0,0.855,0.10249,0.84556
1538,67407.0,,,0.367,0.93145,-1.5283
1539,74914.0,,,1.461,4.4812e-06,-1.417
1540,74256.0,1.0,2.0,0.204,0.99993,3.5455
1583,13070.0,1.0,2.0,0.881,5.4912e-07,0.76894
1586,13074.0,1.0,2.0,0.817,0.00026255,1.2356
1588,13075.0,1.0,2.0,0.877,1.7022e-05,0.53532
1543,13076.0,,1.0,1.778,1.0635e-17,-0.3574
1544,13077.0,,1.0,1.341,2.4795e-10,-0.41685
1545,13078.0,1.0,1.0,1.176,2.2024e-05,-0.74831
57404,77951.0,,0.0,1.366,8.8921e-17,0.37477
1591,13081.0,1.0,1.0,1.542,3.1963999999999997e-23,-1.1021
1592,13082.0,,2.0,1.191,8.4269e-11,0.43488
56603,232174.0,1.0,2.0,0.29,0.97987,1.0492
340665,546726.0,1.0,,0.857,0.0016358,0.058494
1593,104086.0,2.0,2.0,1.376,5.2916e-19,-0.30993
1594,13115.0,1.0,2.0,0.983,1.9194e-07,0.065547
647265,224044.0,,1.0,,,
107436076,226143.0,,2.0,,,
1571,13106.0,,2.0,1.165,8.0688e-09,0.87795
22952,13108.0,,2.0,,,
120227,244209.0,1.0,1.0,1.186,3.793e-10,0.48098
29785,74134.0,,,0.886,4.8125e-05,0.92217
171523,384724.0,,,,,
113612,71519.0,1.0,1.0,0.747,0.0014201,0.99416
54905,545817.0,,,1.099,2.2124e-07,0.17295
51302,56050.0,,,1.376,3.8748e-16,-0.064852
10858,13116.0,,0.0,0.297,0.98552,2.9677
1580,13120.0,,1.0,1.097,3.2777e-10,-0.20845
126410,320997.0,1.0,1.0,0.783,5.2921e-06,0.40167
285440,102294.0,1.0,1.0,1.034,2.1975e-10,-0.12103
260293,81906.0,,1.0,1.107,4.7167e-12,1.2867
1595,13121.0,,2.0,1.011,1.4563e-07,0.78819
1581,13122.0,1.0,2.0,0.824,0.00024507,-0.45939
9420,13123.0,1.0,2.0,0.932,3.2954e-06,-0.39493
1582,13124.0,,1.0,1.188,2.0558e-05,0.071192
78996,78412.0,,2.0,,,
81553,76820.0,,1.0,,,
51571,223601.0,,2.0,,,
192668,12879.0,,2.0,1.854,0.10934,0.28685
10800,58861.0,,1.0,1.697,0.01203,-0.76762
57105,70086.0,1.0,2.0,1.77,9.9817e-05,0.1172
375791,67859.0,,,,,
84418,66060.0,,1.0,0.899,0.42254,0.66848
4519,17711.0,2.0,,,,
9267,19157.0,,0.0,0.122,0.99981,2.4385
9266,19158.0,,1.0,0.471,0.25494,2.153
9265,19159.0,,1.0,0.421,0.72252,2.5696
27128,72318.0,,,0.64,0.00077316,1.4302
9595,227929.0,,1.0,0.708,0.0021191,0.6313
54360,231162.0,,1.0,1.853,1.0733e-05,0.11314
116159,224405.0,,,1.785,0.00044425,-0.49166
54987,74098.0,,,,,
728294,98314.0,1.0,,0.581,0.054343,0.71819
23002,208846.0,,1.0,0.261,0.99918,1.836
23500,76441.0,1.0,2.0,0.094,1.0,1.2724
1600,13131.0,1.0,2.0,0.215,0.99915,1.5184
1601,13132.0,,1.0,0.419,0.40701,0.20316
153090,69601.0,,1.0,0.2,0.99995,2.3614
1602,13134.0,,1.0,0.135,0.99954,2.1853
117154,93837.0,,,0.618,0.16242,0.47128
51339,59036.0,1.0,2.0,0.467,0.40017,-0.52676
168002,240025.0,,1.0,1.263,0.0094032,1.4012
147906,629378.0,,1.0,0.603,0.50555,2.0137
1603,13135.0,,2.0,1.369,0.085505,0.67827
1605,13138.0,1.0,2.0,0.301,0.98117,0.62509
747,269060.0,,2.0,0.171,0.99999,4.0068
221955,231871.0,,1.0,0.995,2.6256e-12,-1.2797
104940698,104940697.0,,,,,
55152,67789.0,1.0,0.0,1.143,1.6886e-10,0.27339
57291,70036.0,,1.0,,,
199699,23863.0,,1.0,1.787,0.0020422,-0.35647
1610,13142.0,1.0,1.0,1.697,6.227099999999999e-22,0.1077
1611,223453.0,,1.0,1.634,0.0035018,0.43823
7818,65111.0,,1.0,1.105,1.1143e-09,0.31078
1612,69635.0,,1.0,0.275,0.99767,2.5678
23604,13143.0,,,1.28,5.0088e-10,0.35152
1613,13144.0,,1.0,0.692,0.0065541,1.8006
92196,76747.0,,1.0,1.882,4.2949e-05,-0.57964
27071,26377.0,,1.0,0.611,0.17169,1.8704
1615,226414.0,1.0,1.0,,,
55157,226539.0,1.0,1.0,0.915,9.7876e-13,1.1947
164781,71227.0,,2.0,0.814,1.0715e-05,0.16046
1616,13163.0,1.0,1.0,0.496,0.098633,1.4852
26528,70248.0,,1.0,0.119,0.99985,3.3738
9802,23994.0,,0.0,0.706,0.36369,0.98533
10926,27214.0,,1.0,0.282,0.99296,0.97907
1621,13166.0,2.0,2.0,1.005,3.3352e-10,-1.1313
1622,13167.0,,1.0,1.469,0.0013944,0.064733
100131454,13168.0,,0.0,,,
1627,56320.0,,2.0,0.263,0.99705,0.67048
79007,72185.0,,,1.531,6.35e-05,0.21242
55861,52840.0,,2.0,0.959,0.0083064,0.88732
28988,13169.0,,2.0,0.553,0.017939,1.1122
1628,13170.0,,1.0,0.862,0.23376,1.5963
51163,83703.0,1.0,1.0,1.016,1.1785e-08,0.79139
1629,13171.0,1.0,1.0,0.816,1.0467e-05,0.9906
120237,13172.0,,1.0,0.768,0.060952,-0.12278
440097,223843.0,,1.0,1.406,6.0563e-06,-0.12658
9730,321006.0,,1.0,,,
79269,242418.0,,1.0,0.399,0.80377,2.7272
80344,28199.0,,0.0,0.498,0.0063315,1.5152
25853,68970.0,,1.0,0.858,2.187e-06,1.5466
25879,223499.0,,1.0,0.852,8.943e-10,-0.68923
90379,212123.0,,,0.272,0.9942,2.2685
80067,75763.0,1.0,1.0,0.82,3.74e-07,0.81556
8816,320808.0,,,0.078,1.0,2.8802
55827,74106.0,,1.0,0.384,0.086476,2.0221
10238,71833.0,,1.0,0.348,0.93284,2.7356
50717,98193.0,1.0,2.0,0.201,0.9996,3.1538
79877,68087.0,,,0.992,0.064871,0.33339
285761,66686.0,,,0.792,6.325e-08,0.62208
131566,73379.0,,2.0,0.446,0.095418,0.95338
1630,13176.0,2.0,2.0,0.283,0.99448,0.37229
51473,195208.0,1.0,0.0,1.156,5.6611e-10,0.43179
149069,100504491.0,,0.0,1.208,2.0422e-08,-0.19392
728597,68511.0,,1.0,0.992,0.00071676,1.0252
8642,233651.0,2.0,2.0,0.242,0.99997,2.4007
54798,100534287.0,,,1.025,7.4152e-47,-0.49729
1633,13178.0,,1.0,1.035,1.545e-05,1.0112
9201,13175.0,,2.0,0.227,0.99964,4.4039
166614,70762.0,,1.0,0.326,0.95706,1.7562
85443,245038.0,,,0.563,0.13686,0.79866
9937,55947.0,,2.0,0.747,1.9357e-09,0.57924
64858,140917.0,1.0,1.0,0.467,0.53912,0.54761
64421,227525.0,2.0,1.0,0.711,2.4874e-07,-0.67786
1634,13179.0,0.0,2.0,0.536,0.31231,0.80106
55802,75901.0,,1.0,0.409,0.68989,1.2148
196513,319618.0,,,1.055,1.6028e-10,0.53195
167227,70640.0,,2.0,0.414,0.66403,0.53135
28960,69305.0,1.0,1.0,1.242,2.4654e-07,-0.4946
149095,77772.0,,0.0,1.113,1.2681e-19,0.4388
127579,329702.0,,0.0,0.881,1.8188e-12,-0.13377
81501,75766.0,,1.0,1.156,1.8609e-06,0.35781
1638,13190.0,1.0,1.0,1.174,7.3889e-14,-0.3481
1635,320685.0,,,1.268,0.00070935,0.17581
1639,13191.0,1.0,2.0,0.364,0.084251,0.89229
10540,69654.0,,0.0,0.247,0.99653,1.9044
11258,53598.0,,,1.537,1.2577e-07,0.34979
51164,67665.0,1.0,1.0,0.386,0.73221,1.4444
84516,59288.0,,2.0,0.996,0.0070514,1.6911
10671,22428.0,,1.0,0.784,0.055741,0.53997
79077,66422.0,,,0.838,0.46087,-0.19782
55208,102323.0,,,1.513,2.9667e-08,0.11788
123879,233805.0,,1.0,0.432,0.8666,1.4
23142,100737.0,,,0.592,0.047486,0.68462
84259,76863.0,,1.0,0.194,0.99432,2.2757
1641,13193.0,1.0,1.0,0.616,0.3042,2.7035
51181,67880.0,1.0,1.0,1.488,8.351e-07,0.12135
79016,66498.0,,,0.34,0.93718,1.6583
23576,69219.0,,1.0,0.952,0.0027974,1.491
23564,51793.0,,0.0,0.858,0.013773,2.3146
1642,13194.0,1.0,2.0,0.243,0.99979,4.8864
1643,107986.0,2.0,1.0,0.848,7.397e-06,1.2171
1644,13195.0,1.0,2.0,0.915,3.7519e-08,0.40928
80821,114874.0,1.0,1.0,0.338,0.902,1.1808
23259,72108.0,1.0,1.0,0.769,1.4321e-10,1.0656
414301,71829.0,,,1.639,2.1471e-09,0.068498
84301,68817.0,,1.0,0.208,0.99819,2.7291
220042,74041.0,,1.0,,,
1649,13198.0,1.0,2.0,0.678,0.59066,0.096366
54541,74747.0,,1.0,1.278,0.00068309,0.10494
115265,73284.0,,,1.876,1.5197e-06,-0.09376
23109,13199.0,,,0.477,0.359,0.53435
8528,70503.0,,1.0,1.237,8.3982e-10,-0.42536
1650,13200.0,1.0,1.0,0.731,0.00061409,0.78711
780,12305.0,,2.0,0.584,4.6331e-06,2.224
4921,18214.0,1.0,2.0,0.376,0.5503,2.2869
65992,77006.0,1.0,2.0,1.063,3.0689e-07,0.55739
1653,104721.0,,0.0,0.284,0.99449,1.8179
1662,77591.0,,1.0,0.949,9.4565e-17,0.30359
10521,67040.0,,,0.126,0.99999,3.8727
8886,66942.0,,1.0,0.452,0.13804,0.46557
55308,13680.0,,0.0,0.375,0.83991,2.3681
11269,234733.0,,1.0,0.892,1.5562e-07,2.2237
11218,53975.0,,1.0,1.041,7.7601e-14,0.079366
9188,56200.0,,1.0,0.184,0.99997,2.453
9416,74351.0,,1.0,0.361,0.54199,4.623
57062,27225.0,,1.0,0.381,0.68465,0.087392
29118,30959.0,,1.0,1.312,1.8125e-18,1.2105
55661,228889.0,,0.0,0.364,0.58326,1.7328
55794,71986.0,,,1.414,1.3284e-08,-0.74687
64794,227674.0,,1.0,0.817,1.9816e-12,0.033416
10212,68278.0,,1.0,0.451,0.60151,2.9354
7919,53817.0,,1.0,0.218,0.99725,4.5644
8653,26900.0,0.0,1.0,0.287,0.96494,2.1024
54514,13206.0,,1.0,0.263,0.99826,2.0515
51428,72935.0,1.0,1.0,0.736,5.5908e-08,2.2847
11325,72047.0,,1.0,0.134,1.0,3.2873
55510,100048658.0,,,0.587,2.4641e-05,1.2689
9879,212880.0,,1.0,0.144,1.0,5.4802
51202,67755.0,,,0.983,1.3136e-10,0.39455
54555,234374.0,,,1.191,5.2505e-14,0.96449
1655,13207.0,,1.0,0.098,0.99998,2.7557
79009,94213.0,,,0.608,9.7491e-07,2.0651
317781,69663.0,,1.0,0.999,8.6133e-12,-1.4114
11056,78394.0,,1.0,1.09,1.5121e-15,0.18375
79039,71990.0,,1.0,0.664,4.7418e-09,0.6757
57696,67848.0,,1.0,0.869,2.1088e-08,0.65312
54606,52513.0,,,0.852,8.2145e-08,-0.22968
83479,67997.0,1.0,1.0,0.876,5.8502e-07,0.77906
1656,13209.0,2.0,2.0,0.174,0.99964,3.7809
55601,234311.0,,1.0,0.586,5.2091e-16,1.254
10522,54006.0,2.0,1.0,0.698,0.00034113,1.4973
1666,67460.0,,1.0,1.676,4.4689e-14,0.031599
26063,26378.0,,1.0,1.684,2.6455e-10,-0.1912
9191,21945.0,,2.0,0.329,0.95912,2.2138
162989,67379.0,,,0.771,0.059941,1.3361
50619,23853.0,2.0,1.0,0.259,0.99768,3.0265
54849,23854.0,,,0.571,0.0025904,1.0162
641517,432867.0,,,,,
245913,77673.0,,1.0,1.918,0.018029,-0.84585
245927,654460.0,,,1.888,0.09409,-0.50684
245929,545475.0,,,1.952,0.0020641,-1.2927
245930,75400.0,,,1.954,0.0019336,-1.955
117285,403172.0,,,1.882,0.096825,-0.36766
245932,246700.0,,0.0,1.882,0.096676,0.088605
245936,266620.0,,,1.679,0.40956,0.31594
245937,654459.0,,,1.844,0.1133,0.46316
245938,654457.0,,,1.936,0.014469,-0.045205
81623,442835.0,,,1.683,0.40842,-0.2617
245939,319579.0,,1.0,1.715,0.39598,-0.85372
140881,629114.0,,,1.882,0.097066,0.80674
613209,73670.0,,,1.98,1.56e-06,-1.2566
613210,619548.0,,,1.891,0.09248,-0.38025
123099,70059.0,,,1.214,0.0002409,1.2725
7913,110052.0,,1.0,0.567,0.13065,0.40367
9812,66839.0,,1.0,,,
57189,243780.0,,,,,
57706,227801.0,,2.0,0.229,0.99976,1.2611
163486,329260.0,,1.0,0.486,0.20408,0.33233
79958,70785.0,,,0.677,1.325e-06,0.7603
27147,209773.0,,,0.41,0.067255,1.1734
6764,76954.0,,,,,
163259,329727.0,,0.0,0.723,5.9524e-12,0.38197
79961,72121.0,,1.0,0.637,0.00081369,1.1272
22898,105841.0,,,0.662,1.3007e-11,2.3654
10260,102442.0,,,0.28,0.99627,3.6746
9909,229541.0,,,0.29,0.99098,3.2312
55667,329877.0,,1.0,0.445,3.9761e-06,-0.64734
23258,19347.0,1.0,,0.376,0.057546,2.3781
160518,320560.0,,2.0,0.155,1.0,3.3888
201627,211922.0,,0.0,0.493,0.0017721,2.0652
414918,69440.0,,1.0,0.832,3.7856e-09,0.86246
8562,68184.0,,1.0,0.425,0.87514,1.582
55635,76131.0,,1.0,0.795,7.635e-10,0.4427
55789,218581.0,,,0.984,4.4233e-10,0.85151
9681,277854.0,1.0,1.0,0.331,0.1165,2.6501
91614,211896.0,,,1.099,8.3246e-11,0.95845
11067,213393.0,,,,,
64798,97998.0,,1.0,1.427,3.7245e-12,0.087486
51071,232449.0,,0.0,0.912,0.00037318,0.1265
79139,67819.0,,1.0,0.842,0.00021136,1.1192
51009,116891.0,,2.0,0.332,0.9574,1.6165
91319,70377.0,,,1.236,0.000219,-0.16555
1674,13346.0,1.0,2.0,0.596,0.0088282,1.7729
27351,28075.0,,,1.047,0.0057118,0.85618
51029,78825.0,,,0.449,0.8483,1.9118
55070,76375.0,,,0.432,0.67903,0.8257
159989,234964.0,,0.0,,,
28955,58239.0,,0.0,1.666,0.4145,-0.10579
1676,13347.0,,1.0,1.161,8.6585e-05,0.322
1677,13368.0,,1.0,1.08,1.1349e-05,0.41463
8694,13350.0,1.0,2.0,1.218,1.4082e-17,1.0432
84649,67800.0,,2.0,1.247,8.3643e-12,0.82315
347516,668257.0,,1.0,1.665,5.5267e-11,-0.48618
9993,13356.0,2.0,1.0,0.884,5.1573e-06,0.6641
54487,94223.0,2.0,2.0,0.211,0.99973,2.9898
1606,13139.0,,1.0,0.367,0.46072,2.498
1607,217480.0,,1.0,0.369,0.52991,1.9459
8527,227333.0,,2.0,0.366,0.072171,2.9572
8526,56077.0,1.0,1.0,0.708,5.4906e-06,0.59049
1608,110197.0,,1.0,0.82,6.0186e-13,0.12455
160851,380921.0,,1.0,0.374,0.026429,3.0027
9162,320127.0,,1.0,0.314,0.93134,3.0849
139189,331374.0,,1.0,,,
1609,110524.0,,1.0,0.703,1.7603e-09,0.10407
8525,104418.0,,1.0,0.375,0.039507,2.7629
80017,217830.0,,0.0,,,
1716,27369.0,2.0,2.0,1.192,3.7122e-07,-0.46784
1718,74754.0,2.0,2.0,0.523,0.031029,1.5014
1717,13360.0,2.0,2.0,1.349,3.949e-13,-0.45173
79947,67422.0,2.0,1.0,0.51,0.24533,1.0905
27294,71755.0,,,1.538,9.1294e-10,0.09901
50846,13363.0,1.0,1.0,0.675,0.22445,1.6387
1723,56749.0,1.0,1.0,0.778,0.0029884,-0.33747
1725,330817.0,1.0,2.0,0.873,0.00016305,-0.39259
115817,52585.0,,,1.735,3.9562e-15,0.2699
79154,192970.0,,,1.328,2.2434e-06,0.52758
147015,70451.0,,,0.954,0.025578,0.55449
10202,71412.0,,0.0,1.481,8.7228e-07,-1.1694
9249,20148.0,,2.0,0.674,0.22581,1.4782
25979,216820.0,,1.0,1.495,6.7664e-09,0.74754
201140,68460.0,,,1.5,3.2734e-08,0.35139
10170,241452.0,,0.0,1.618,7.2309e-08,-1.0502
207063,236082.0,,,1.197,0.00026081,0.24276
55526,209692.0,1.0,2.0,1.247,2.7884e-30,-0.11599
